Year,Month,Day,Date,MeanCloudAmount,MeanPressure,TotalEvaporation,TotalRainfall,MeanHumidity,MinTemperature,MeanTemperature,MaxTemperature,MeanUVIndex,TotalSunshine,MeanWindSpeed,IsExtreme,TyphoonSignalHoisted
2002,11,17,2002-11-17,91,1019.8,3.5,0.0,73,15.8,18.1,21.8,2,3.3,9.4,0,0
2002,11,18,2002-11-18,88,1020.2,2.1,0.0,79,16.8,17.9,20.1,1,0.1,6.0,0,0
2002,11,19,2002-11-19,88,1018.8,0.8,0.5,85,16.6,18.3,20,1,0.1,4.7,0,0
2002,11,20,2002-11-20,73,1018.0,2.3,0.0,80,15.2,20.5,26.1,2,4.6,5.5,0,0
2002,11,21,2002-11-21,51,1018.0,3.9,0.0,68,17.5,20.9,23.3,3,5.8,13.5,0,0
2002,11,22,2002-11-22,65,1017.5,2.5,0.0,78,14.5,17.6,21.9,2,7.0,7.4,0,0
2002,11,23,2002-11-23,57,1016.1,3.1,0.0,82,12.9,17.9,23.6,2,5.2,4.8,0,0
2002,11,24,2002-11-24,67,1018.0,4.5,0.0,66,15.8,18.6,22.6,2,5.7,11.9,0,0
2002,11,25,2002-11-25,68,1020.8,3.3,0.0,57,14.2,17,20.9,2,6.9,13.7,0,0
2002,11,26,2002-11-26,34,1023.0,3.6,0.0,63,10.5,16.4,22.4,3,8.8,5.5,0,0
2002,11,27,2002-11-27,87,1022.0,2.1,0.0,70,15.2,16.5,19,1,0.4,4.4,0,0
2002,11,28,2002-11-28,92,1019.7,2.1,2.5,94,13.3,16.4,18.2,0.5,0.0,6.7,0,0
2002,11,29,2002-11-29,91,1018.7,0.9,0.0,89,16.3,19.5,22.5,1,0.0,7.4,0,0
2002,11,30,2002-11-30,97,1016.9,0.3,3.0,94,19.3,20,21.2,0.8,0.0,6.4,0,0
2002,12,1,2002-12-01,92,1015.5,0.5,5.0,89,18.9,20.1,21.3,0.9,0.0,14.6,0,0
2002,12,2,2002-12-02,94,1016.0,0.7,0.5,91,19.6,21.1,23.2,1,0.0,12.9,0,0
2002,12,3,2002-12-03,57,1016.1,2.2,0.0,88,20.7,23,27.5,3,7.4,9.5,0,0
2002,12,4,2002-12-04,59,1015.7,2.3,0.0,90,18.9,22.6,27.3,2,8.5,5.9,0,0
2002,12,5,2002-12-05,89,1015.6,1.0,0.0,92,21.5,23.1,27,1,0.9,10.1,0,0
2002,12,6,2002-12-06,84,1014.8,1.7,0.0,90,22,23.8,27.3,2,3.8,11.1,0,0
2002,12,7,2002-12-07,72,1014.6,3.0,0.0,91,22.1,24.2,28.6,3,6.1,7.6,0,0
2002,12,8,2002-12-08,91,1022.4,1.9,3.0,75,9.8,13.5,22.6,0.5,0.0,19.2,0,0
2002,12,9,2002-12-09,62,1026.1,2.3,0.0,60,7.8,10.8,15.1,2,3.3,15.3,0,0
2002,12,10,2002-12-10,48,1024.3,2.6,0.0,69,7.5,12.7,18.7,2,8.9,6.3,0,0
2002,12,11,2002-12-11,93,1023.5,1.1,8.5,79,10.5,12.9,15,0.5,0.0,9.5,0,0
2002,12,12,2002-12-12,44,1026.3,2.7,0.0,77,8.2,12.8,18.5,2,9.1,11.6,0,0
2002,12,13,2002-12-13,59,1028.0,2.7,0.0,77,5.9,13.2,19,2,4.5,6.4,0,0
2002,12,14,2002-12-14,66,1025.3,2.1,0.0,70,13.9,17,21.9,2,5.7,8.6,0,0
2002,12,15,2002-12-15,66,1022.3,2.5,0.0,76,14.8,18.8,23.3,3,7.8,8.3,0,0
2002,12,16,2002-12-16,66,1020.6,2.6,0.0,81,16.4,20,26.2,2,6.6,6.3,0,0
2002,12,17,2002-12-17,78,1019.0,2.1,0.0,84,14.1,18.9,22.7,2,2.6,7.8,0,0
2002,12,18,2002-12-18,89,1014.9,1.6,0.0,85,19,20.9,23.7,2,1.9,9.8,0,0
2002,12,19,2002-12-19,79,1013.1,3.2,8.5,88,18.2,22.2,27.8,2,6.5,6.9,0,0
2002,12,20,2002-12-20,88,1012.8,1.5,13.0,95,15.4,17.3,20,0.8,0.4,8.3,0,0
2002,12,21,2002-12-21,82,1014.6,1.7,0.0,87,13.9,17,21.2,2,2.2,7.0,0,0
2002,12,22,2002-12-22,66,1017.8,2.9,0.0,87,12.9,15.6,17.7,2,6.7,7.1,0,0
2002,12,23,2002-12-23,84,1019.1,2.5,0.0,78,13.5,17.2,21.9,2,7.5,6.8,0,0
2002,12,24,2002-12-24,83,1019.4,2.3,0.0,84,12.2,15.5,20.1,2,5.6,4.5,0,0
2002,12,25,2002-12-25,86,1021.1,2.0,0.0,79,12.2,14.7,17.6,2,2.7,10.5,0,0
2002,12,26,2002-12-26,88,1023.2,1.5,5.5,74,4.3,8.8,12.9,1,0.2,18.5,0,0
2002,12,27,2002-12-27,92,1023.8,1.0,4.5,88,4.1,5.4,6.6,0.9,0.0,15.3,0,0
2002,12,28,2002-12-28,79,1022.0,1.6,0.5,75,5.3,9.7,14.2,2,4.4,7.3,0,0
2002,12,29,2002-12-29,72,1022.2,1.5,0.0,78,8.6,12.1,16.1,2,3.7,5.9,0,0
2002,12,30,2002-12-30,56,1020.4,2.6,0.0,77,9.1,13.9,19.2,2,8.2,6.9,0,0
2002,12,31,2002-12-31,85,1020.9,1.3,0.0,79,10.8,12.8,15.2,1,0.6,7.1,0,0
2003,1,1,2003-01-01,84,1023.1,1.7,0.0,79,12.5,13.9,15.8,1,0.7,5.9,0,0
2003,1,2,2003-01-02,88,1023.3,0.9,0.0,76,14.5,16.1,19.3,1,0.0,11.1,0,0
2003,1,3,2003-01-03,38,1024.6,3.7,0.0,70,7.3,12.6,18.2,2,7.2,12.3,0,0
2003,1,4,2003-01-04,39,1025.2,2.0,0.0,75,4.2,11.7,19.9,2,5.7,5.5,0,0
2003,1,5,2003-01-05,86,1026.8,3.0,0.0,62,11.4,13.9,17,2,1.6,7.6,0,0
2003,1,6,2003-01-06,92,1023.4,0.7,18.0,81,5.9,9,13.4,0.4,0.0,9.4,0,0
2003,1,7,2003-01-07,61,1023.8,2.6,0.0,73,7,9.4,13.5,3,9.3,13.7,0,0
2003,1,8,2003-01-08,33,1024.1,2.5,0.0,79,4.4,9.2,16.2,3,8.3,6.0,0,0
2003,1,9,2003-01-09,17,1021.8,2.7,0.0,78,6.7,12.3,19.7,2,9.7,4.3,0,0
2003,1,10,2003-01-10,2,1021.1,3.0,0.0,66,7.3,12.5,18.4,2,9.5,9.1,0,0
2003,1,11,2003-01-11,33,1022.9,2.7,0.0,70,4.9,11,18.5,2,8.6,5.2,0,0
2003,1,12,2003-01-12,13,1022.4,2.7,0.0,74,4.4,11.4,20.1,2,9.3,4.0,0,0
2003,1,13,2003-01-13,26,1020.4,2.2,0.0,78,5.1,12.5,22,2,9.2,2.9,0,0
2003,1,14,2003-01-14,61,1021.4,3.2,0.0,70,6.3,13.8,22.4,2,9.4,5.5,0,0
2003,1,15,2003-01-15,36,1023.8,2.7,0.0,71,7.9,14.5,21.1,2,9.1,8.7,0,0
2003,1,16,2003-01-16,70,1023.2,1.8,0.0,77,12.8,15.6,21.5,2,4.6,7.7,0,0
2003,1,17,2003-01-17,10,1022.4,2.9,0.0,72,8.7,16,24,3,9.8,7.0,0,0
2003,1,18,2003-01-18,35,1022.4,2.6,0.0,78,9.1,16.1,23.4,3,9.6,6.9,0,0
2003,1,19,2003-01-19,24,1019.5,2.7,0.0,79,8.9,15.6,25,2,8.7,3.5,0,0
2003,1,20,2003-01-20,42,1018.4,2.1,0.0,77,10,16,22.5,2,7.0,7.5,0,0
2003,1,21,2003-01-21,51,1016.8,2.2,0.0,77,13.4,16,20.1,2,4.6,10.6,0,0
2003,1,22,2003-01-22,27,1013.6,2.3,0.0,81,11.4,16.5,23.1,2,8.5,4.0,0,0
2003,1,23,2003-01-23,52,1015.3,2.7,0.0,73,11.9,15.9,20.6,1,5.4,7.3,0,0
2003,1,24,2003-01-24,88,1015.7,1.1,0.0,77,14.7,15.8,17,0.7,0.0,17.0,0,0
2003,1,25,2003-01-25,90,1014.4,1.7,0.0,87,16.4,17.9,20.2,2,0.1,14.6,0,0
2003,1,26,2003-01-26,87,1013.4,1.8,0.0,88,17.6,20.3,26.2,2,3.6,8.9,0,0
2003,1,27,2003-01-27,45,1021.2,2.5,0.0,64,8.9,13.6,18.4,2,7.7,16.5,0,0
2003,1,28,2003-01-28,29,1024.5,2.7,0.0,52,7.3,11.9,18.2,3,9.5,9.9,0,0
2003,1,29,2003-01-29,28,1023.9,3.4,0.0,73,5.8,12.3,19.7,3,9.4,7.2,0,0
2003,1,30,2003-01-30,90,1022.2,1.7,0.0,72,13.7,15.9,18.5,2,0.5,13.6,0,0
2003,1,31,2003-01-31,76,1019.7,2.0,0.0,83,16.3,18.6,23.2,3,5.2,9.9,0,0
2003,2,1,2003-02-01,78,1019.9,2.2,0.5,81,13.4,18.2,25.3,2,2.4,7.4,0,0
2003,2,2,2003-02-02,89,1023.5,1.8,0.0,76,12.1,14.2,17,1,0.0,7.9,0,0
2003,2,3,2003-02-03,88,1023.7,1.2,0.0,80,13,14.4,16.4,0.9,0.0,6.8,0,0
2003,2,4,2003-02-04,53,1024.6,4.3,0.0,62,11.2,13.6,17.4,3,8.5,14.7,0,0
2003,2,5,2003-02-05,23,1026.0,2.2,0.0,59,9,13.4,18.6,2,7.1,9.3,0,0
2003,2,6,2003-02-06,58,1024.2,2.6,0.0,76,5.9,12.7,19.2,3,7.4,7.8,0,0
2003,2,7,2003-02-07,88,1018.0,0.9,0.0,79,14.3,15.5,17.7,0.7,0.0,6.5,0,0
2003,2,8,2003-02-08,85,1014.3,1.0,5.0,93,14.4,16.9,20.5,1,1.9,4.3,0,0
2003,2,9,2003-02-09,76,1015.0,1.8,0.0,90,17.1,18.7,22.5,3,4.7,11.8,0,0
2003,2,10,2003-02-10,44,1016.3,2.4,0.0,93,14.5,17.8,22.9,3,8.8,5.8,0,0
2003,2,11,2003-02-11,50,1017.3,2.9,0.0,85,12.4,18.2,27.3,2,7.1,7.0,0,0
2003,2,12,2003-02-12,97,1021.1,1.7,0.0,83,11.9,14.5,17.1,0.9,0.1,11.5,0,0
2003,2,13,2003-02-13,88,1021.4,1.3,0.0,77,11.2,14.2,16.9,1,0.0,7.7,0,0
2003,2,14,2003-02-14,91,1019.0,1.0,0.0,83,15.2,16.9,18.9,1,0.0,10.3,0,0
2003,2,15,2003-02-15,89,1015.8,1.6,0.0,88,17.3,19.2,22.6,3,2.8,10.4,0,0
2003,2,16,2003-02-16,80,1014.7,2.4,0.0,87,18.3,21.2,27,3,6.2,5.2,0,0
2003,2,17,2003-02-17,90,1018.1,2.1,0.0,89,16.7,17.8,19.7,2,0.1,9.7,0,0
2003,2,18,2003-02-18,63,1017.2,2.4,0.0,80,16.9,19.4,24.5,3,6.2,9.9,0,0
2003,2,19,2003-02-19,70,1016.5,1.5,0.0,86,15.2,19.2,24.3,2,2.6,6.5,0,0
2003,2,20,2003-02-20,76,1018.8,4.1,0.0,68,15.8,17.4,19.8,3,5.7,18.3,0,0
2003,2,21,2003-02-21,86,1018.3,1.5,0.0,79,16.4,18,19.9,2,0.5,17.7,0,0
2003,2,22,2003-02-22,50,1015.5,2.8,0.0,84,17.9,21,26.9,3,7.1,9.5,0,0
2003,2,23,2003-02-23,55,1013.6,2.8,0.0,87,16.6,20.2,26.2,3,3.8,4.7,0,0
2003,2,24,2003-02-24,60,1014.1,2.9,0.0,86,16.6,19.8,26.4,3,6.5,9.5,0,0
2003,2,25,2003-02-25,88,1016.4,2.0,0.0,80,17.5,19,22.4,2,0.4,14.5,0,0
2003,2,26,2003-02-26,81,1016.3,2.5,0.0,76,18.2,20.8,26,3,3.9,9.8,0,0
2003,2,27,2003-02-27,48,1015.9,4.1,0.0,78,16,21.8,28.1,4,10.4,8.3,0,0
2003,2,28,2003-02-28,88,1015.1,2.1,0.0,81,18.6,20.5,23.6,2,1.3,11.8,0,0
2003,3,1,2003-03-01,56,1012.2,2.8,0.0,83,18.7,22,28.1,3,6.6,7.0,0,0
2003,3,2,2003-03-02,82,1011.4,2.3,0.0,86,19.5,21.1,23.7,2,3.5,12.8,0,0
2003,3,3,2003-03-03,83,1009.0,1.2,0.0,86,19.4,21.8,26.7,2,2.9,10.8,0,0
2003,3,4,2003-03-04,89,1008.8,2.2,1.5,91,16.2,18.3,23.2,0.9,0.1,20.3,0,0
2003,3,5,2003-03-05,99,1008.9,2.5,2.0,93,16.7,18,19.4,0.4,0.0,16.1,0,0
2003,3,6,2003-03-06,93,1013.1,1.9,9.5,84,10.1,15.1,20,0.6,0.0,12.5,0,0
2003,3,7,2003-03-07,81,1018.9,3.2,0.0,61,8.3,11.5,14.7,2,1.6,16.3,0,0
2003,3,8,2003-03-08,82,1022.2,3.8,0.0,61,9.4,12.8,17.2,3,5.0,10.7,0,0
2003,3,9,2003-03-09,90,1023.1,1.3,2.0,75,11.9,13.9,16.3,2,0.7,5.7,0,0
2003,3,10,2003-03-10,84,1023.2,3.3,2.5,81,11.3,14.4,19.1,3,2.6,8.4,0,0
2003,3,11,2003-03-11,38,1022.7,3.9,0.0,60,13.2,16.5,20.1,4,10.2,13.1,0,0
2003,3,12,2003-03-12,59,1022.7,2.4,0.0,76,15.5,17.9,22.5,3,3.7,11.4,0,0
2003,3,13,2003-03-13,44,1022.8,4.1,0.0,80,12.9,18.1,23.9,4,8.0,9.4,0,0
2003,3,14,2003-03-14,85,1020.5,1.9,0.0,76,15.7,18.1,22.5,2,0.7,14.0,0,0
2003,3,15,2003-03-15,88,1014.9,1.6,0.0,82,17.3,20.2,22.9,2,0.2,10.6,0,0
2003,3,16,2003-03-16,56,1014.8,3.2,0.0,85,18,22,27.5,5,8.4,10.3,0,0
2003,3,17,2003-03-17,48,1015.5,3.5,0.0,86,19.3,22.6,28.1,4,8.3,9.5,0,0
2003,3,18,2003-03-18,77,1017.9,1.9,1.0,93,15.8,18.9,22.6,1,0.2,8.2,0,0
2003,3,19,2003-03-19,88,1019.2,1.1,1.0,89,13.1,14.2,16.2,1,0.0,6.7,0,0
2003,3,20,2003-03-20,88,1018.0,0.4,7.5,92,11.9,12.5,13.7,0.6,0.0,6.9,0,0
2003,3,21,2003-03-21,86,1019.8,1.5,0.5,86,12.3,15.3,19.1,2,0.0,4.5,0,0
2003,3,22,2003-03-22,88,1020.9,2.6,1.5,78,14.1,16.7,19.8,2,1.3,6.6,0,0
2003,3,23,2003-03-23,90,1020.1,1.0,2.5,81,16,17.2,18.7,1,0.0,5.3,0,0
2003,3,24,2003-03-24,90,1018.6,0.8,3.5,91,15.7,17.9,21.8,2,0.7,5.1,0,0
2003,3,25,2003-03-25,75,1018.7,4.2,0.0,82,14.4,19.3,25.3,5,7.5,8.7,0,0
2003,3,26,2003-03-26,78,1017.4,3.4,0.0,68,17.8,21.4,26.6,4,6.7,10.8,0,0
2003,3,27,2003-03-27,67,1014.4,3.2,0.0,83,18.3,22.7,28.1,4,5.1,4.8,0,0
2003,3,28,2003-03-28,68,1013.0,2.9,0.0,88,18.2,19.4,21.7,2,0.0,9.3,0,0
2003,3,29,2003-03-29,88,1012.7,1.8,0.0,83,17.9,19.7,22.4,2,0.7,12.8,0,0
2003,3,30,2003-03-30,88,1012.8,1.6,0.0,88,18.8,20.7,23,2,0.5,11.3,0,0
2003,3,31,2003-03-31,88,1010.3,2.5,0.0,83,20.7,24.1,29,3,3.6,8.9,0,0
2003,4,1,2003-04-01,88,1007.2,2.2,0.0,85,23.1,25.1,27.7,2,1.5,8.3,0,0
2003,4,2,2003-04-02,88,1006.1,0.3,0.0,88,23.4,25.4,27.9,0.8,0.0,5.3,0,0
2003,4,3,2003-04-03,88,1006.6,1.3,1.0,89,23.4,25.7,28.7,1,1.4,6.9,0,0
2003,4,4,2003-04-04,91,1009.1,2.6,2.5,85,18.8,22.4,24.8,0.9,0.3,9.8,0,0
2003,4,5,2003-04-05,88,1015.1,2.8,0.0,72,17.5,19.1,21.4,2,0.1,9.4,0,0
2003,4,6,2003-04-06,89,1014.6,1.4,2.0,78,16.3,18.3,19.8,1,0.1,15.0,0,0
2003,4,7,2003-04-07,92,1011.1,0.5,2.0,93,17.7,21,23.8,0.5,0.0,10.8,0,0
2003,4,8,2003-04-08,89,1012.1,2.3,8.5,90,17.4,21.5,26.5,1,0.1,8.4,1,0
2003,4,9,2003-04-09,95,1014.6,2.3,4.0,83,17.3,18.7,21.1,3,1.4,17.3,1,0
2003,4,10,2003-04-10,96,1014.7,0.8,0.5,94,17.3,18.5,20.1,0.4,0.0,14.9,0,0
2003,4,11,2003-04-11,91,1012.2,0.5,0.0,93,19.9,22.1,24.3,1,0.0,11.4,0,0
2003,4,12,2003-04-12,86,1010.1,2.0,0.5,89,22,24.7,27.9,2,3.9,7.3,0,0
2003,4,13,2003-04-13,86,1008.1,2.7,0.0,82,21.9,26,29.4,2,3.3,7.8,0,0
2003,4,14,2003-04-14,89,1012.2,3.2,0.0,69,20.3,22.8,26.1,2,1.7,12.5,0,0
2003,4,15,2003-04-15,88,1015.5,2.3,0.0,79,19,20.6,22.6,1,0.0,7.4,0,0
2003,4,16,2003-04-16,88,1016.5,2.6,0.0,76,19.7,21.7,24.6,3,2.1,12.8,0,0
2003,4,17,2003-04-17,84,1014.1,2.9,0.0,85,20.6,23.6,28.6,4,6.5,13.9,0,0
2003,4,18,2003-04-18,79,1011.8,4.6,0.0,85,22.3,25.2,29.7,5,7.8,12.9,0,0
2003,4,19,2003-04-19,65,1009.2,5.8,0.0,81,23.3,25.6,31.2,6,10.4,11.4,0,0
2003,4,20,2003-04-20,56,1011.5,5.1,0.0,80,22.7,25.5,31.2,6,9.5,11.4,0,0
2003,4,21,2003-04-21,78,1013.9,4.1,0.0,81,22,25,29.4,4,7.0,11.2,0,0
2003,4,22,2003-04-22,59,1014.4,4.1,0.0,78,21.8,24.4,29.9,5,6.4,8.3,0,0
2003,4,23,2003-04-23,52,1011.4,4.5,0.0,79,22.3,25.6,31.1,5,7.9,5.0,0,0
2003,4,24,2003-04-24,48,1009.1,6.1,0.0,80,20.3,25.8,31.9,6,10.7,4.6,0,0
2003,4,25,2003-04-25,42,1009.7,5.6,0.0,76,22.1,26.9,31.3,4,9.7,6.1,0,0
2003,4,26,2003-04-26,74,1011.9,4.1,0.0,79,20.3,24.9,31.2,3,5.5,8.8,0,0
2003,4,27,2003-04-27,80,1013.4,4.6,0.0,78,23,25.1,29.2,4,6.2,12.3,0,0
2003,4,28,2003-04-28,66,1013.8,4.2,0.0,76,22.6,25.6,30.4,5,8.2,12.2,0,0
2003,4,29,2003-04-29,73,1013.3,5.5,0.0,80,23.4,26,30.5,5,7.3,9.2,0,0
2003,4,30,2003-04-30,80,1014.2,3.9,3.5,67,22.1,24.6,28,3,3.9,10.6,0,0
2003,5,1,2003-05-01,65,1013.1,4.0,0.0,72,21.7,23.4,27.5,4,3.7,10.0,0,0
2003,5,2,2003-05-02,85,1010.6,1.8,0.0,79,21.6,23.9,27.6,3,1.2,12.9,0,0
2003,5,3,2003-05-03,92,1008.6,2.7,69.0,93,21.1,23.3,25.3,1,0.0,11.1,0,0
2003,5,4,2003-05-04,88,1006.6,2.3,58.5,92,21.2,24,28.2,3,1.4,8.6,1,0
2003,5,5,2003-05-05,92,1005.5,1.7,258.0,92,21.3,24.4,29.6,1,0.0,8.4,1,0
2003,5,6,2003-05-06,88,1004.7,2.2,2.0,84,24.4,27.7,30.2,2,4.0,9.3,0,0
2003,5,7,2003-05-07,86,1006.7,2.0,2.0,86,25.9,28,30.3,2,0.6,6.8,0,0
2003,5,8,2003-05-08,75,1010.5,3.7,0.0,84,25.9,28.3,32.3,5,8.9,5.0,0,0
2003,5,9,2003-05-09,87,1014.5,4.1,0.0,82,24.1,25.2,27.8,3,3.8,11.5,0,0
2003,5,10,2003-05-10,64,1014.4,5.1,0.0,78,23.3,25.3,29.6,5,7.5,11.2,0,0
2003,5,11,2003-05-11,49,1013.2,5.0,0.0,77,23.2,25.9,30.1,6,9.2,11.3,0,0
2003,5,12,2003-05-12,85,1012.5,3.2,0.0,83,24.5,26.4,29.3,4,4.5,12.3,0,0
2003,5,13,2003-05-13,80,1011.0,5.2,0.0,81,24.9,27.4,31.6,6,7.5,11.2,0,0
2003,5,14,2003-05-14,81,1008.3,5.7,6.0,83,24,27.5,32.5,6,8.2,4.8,0,0
2003,5,15,2003-05-15,81,1007.5,5.6,0.0,83,24.2,27.6,32,5,7.1,6.1,0,0
2003,5,16,2003-05-16,88,1006.3,4.7,0.0,79,25.4,28.4,31.9,4,5.5,8.0,0,0
2003,5,17,2003-05-17,87,1004.1,5.0,0.0,79,27,29,32.1,5,4.4,7.9,0,0
2003,5,18,2003-05-18,89,1006.1,1.5,9.5,88,23.5,25.9,27.8,0.9,0.0,5.6,1,0
2003,5,19,2003-05-19,88,1010.8,2.4,0.5,83,22.3,25.2,29.5,3,1.3,6.4,0,0
2003,5,20,2003-05-20,75,1012.3,4.7,0.0,78,24.2,26.9,31,4,6.4,8.9,0,0
2003,5,21,2003-05-21,29,1011.5,5.6,0.0,67,23.1,27.1,31.7,6,11.6,10.5,0,0
2003,5,22,2003-05-22,62,1009.4,5.4,0.0,79,24.7,27.3,31.3,6,9.9,11.3,0,0
2003,5,23,2003-05-23,60,1008.1,4.9,0.0,79,25.2,27.9,32,7,7.8,10.8,0,0
2003,5,24,2003-05-24,81,1006.4,3.6,4.0,84,25.5,28,31.1,4,5.1,7.2,0,0
2003,5,25,2003-05-25,87,1005.7,3.5,4.0,86,24.6,27.2,32.9,3,2.2,5.5,0,0
2003,5,26,2003-05-26,76,1004.9,5.1,0.0,70,25.3,27.4,30.9,5,7.1,11.3,0,0
2003,5,27,2003-05-27,86,1003.0,4.0,0.0,74,24.9,26,29,4,4.3,12.2,0,0
2003,5,28,2003-05-28,89,1002.8,1.7,0.0,80,24,25.4,27.4,1,0.0,8.8,0,0
2003,5,29,2003-05-29,91,1003.8,1.3,0.0,85,23.2,26.1,29.1,0.9,0.0,4.0,0,0
2003,5,30,2003-05-30,70,1004.6,3.7,0.0,74,25,28.4,33.5,3,6.7,7.8,0,0
2003,5,31,2003-05-31,43,1006.8,6.5,0.0,66,23.6,28,33.6,5,10.1,9.4,0,0
2003,6,1,2003-06-01,28,1007.0,6.6,0.0,60,22.7,27.1,31.7,5,10.4,9.1,0,0
2003,6,2,2003-06-02,27,1006.1,4.8,0.0,68,21.8,26.7,32.2,4,10.2,5.3,0,0
2003,6,3,2003-06-03,51,1007.7,4.4,0.0,73,21.9,26.2,30.6,3,4.5,7.3,0,0
2003,6,4,2003-06-04,78,1009.6,3.8,0.0,74,23.7,27.3,31.8,3,0.8,7.3,0,0
2003,6,5,2003-06-05,68,1008.7,4.0,0.0,77,23.1,27.3,31.4,5,7.5,10.0,0,0
2003,6,6,2003-06-06,84,1003.4,4.8,11.5,86,25.8,27.5,31.4,3,1.9,7.5,0,0
2003,6,7,2003-06-07,86,1001.5,1.7,14.0,92,24.1,26.6,28.7,1,0.0,4.5,0,0
2003,6,8,2003-06-08,88,1003.7,5.3,1.0,88,24.6,26.4,29.7,5,4.4,9.1,0,0
2003,6,9,2003-06-09,90,1003.5,1.4,21.0,92,24.3,25.2,26.2,0.3,0.0,12.6,1,0
2003,6,10,2003-06-10,93,1002.8,3.2,91.5,94,23.8,25.4,27.3,1,0.2,9.3,1,0
2003,6,11,2003-06-11,89,1002.5,2.1,111.5,96,22.9,24.6,28.6,0.3,0.0,5.2,1,0
2003,6,12,2003-06-12,88,1004.3,1.0,22.0,96,22.7,24.7,29.1,2,0.6,4.0,0,0
2003,6,13,2003-06-13,92,1005.9,0.2,23.5,95,23.5,25.2,28,0.8,0.0,3.9,1,0
2003,6,14,2003-06-14,90,1005.7,1.5,16.5,94,23.9,25.3,28.7,1,0.1,3.8,1,0
2003,6,15,2003-06-15,89,1004.6,3.4,0.5,89,24,25.8,28.4,2,1.1,6.1,0,0
2003,6,16,2003-06-16,94,1005.5,0.6,5.5,93,23.2,25,26.4,1,0.0,6.4,0,0
2003,6,17,2003-06-17,75,1006.0,5.7,3.0,79,22.2,26.2,31,4,5.2,5.0,0,0
2003,6,18,2003-06-18,18,1004.4,5.3,0.0,81,22.2,27.5,32.9,4,9.6,3.9,0,0
2003,6,19,2003-06-19,21,1003.2,4.3,0.0,78,22.9,28.4,34.4,4,10.3,5.5,0,0
2003,6,20,2003-06-20,73,1004.2,3.9,23.5,87,25.2,27.3,30.7,3,2.5,8.8,0,0
2003,6,21,2003-06-21,89,1005.6,3.5,55.5,94,24.5,25.9,29,2,0.0,6.0,0,0
2003,6,22,2003-06-22,82,1008.6,2.1,3.5,87,24.4,27,31.2,3,4.2,8.3,0,0
2003,6,23,2003-06-23,79,1009.4,3.7,1.0,82,24.7,27.8,32.1,4,8.5,6.7,0,0
2003,6,24,2003-06-24,70,1006.7,6.9,0.0,79,23.9,28.1,32.7,6,10.0,6.5,0,0
2003,6,25,2003-06-25,83,1004.0,4.4,1.5,79,25.3,28.6,31.7,4,7.0,7.3,0,0
2003,6,26,2003-06-26,88,1004.7,2.6,5.0,80,26,29,31.9,3,1.7,9.7,0,0
2003,6,27,2003-06-27,90,1005.9,3.6,19.5,87,25.6,27.8,30.9,3,0.4,9.8,0,0
2003,6,28,2003-06-28,85,1007.8,3.6,20.5,86,23.1,27.4,31.7,3,3.3,8.0,0,0
2003,6,29,2003-06-29,66,1009.0,3.7,1.5,76,25.6,28.9,32.8,6,11.7,9.1,0,0
2003,6,30,2003-06-30,54,1009.5,3.4,0.0,78,25.3,28.7,33.3,7,11.3,7.2,0,0
2003,7,1,2003-07-01,47,1010.6,4.3,0.0,82,23.9,28,32.9,5,9.5,5.0,0,0
2003,7,2,2003-07-02,27,1011.7,5.7,0.0,79,23.7,28.3,33.2,6,11.9,5.3,0,0
2003,7,3,2003-07-03,22,1010.8,7.0,0.0,76,22.9,28.5,34.2,7,12.1,4.9,0,0
2003,7,4,2003-07-04,44,1009.1,6.1,0.0,75,23.9,29,34.1,6,11.2,5.5,0,0
2003,7,5,2003-07-05,43,1008.6,6.2,0.0,75,23.8,28.9,34.1,7,11.7,4.9,0,0
2003,7,6,2003-07-06,51,1008.7,6.1,0.0,77,23.6,28.6,34.1,7,11.4,5.7,0,0
2003,7,7,2003-07-07,46,1008.4,6.1,0.0,76,24.3,29,34.3,7,11.2,5.5,0,0
2003,7,8,2003-07-08,69,1008.0,5.7,0.0,76,25,29.3,34.1,6,9.4,5.6,0,0
2003,7,9,2003-07-09,63,1008.1,5.4,0.0,75,25,29.4,34.5,6,11.6,7.2,0,0
2003,7,10,2003-07-10,69,1007.1,4.7,11.5,82,25.1,28.1,32.1,5,8.7,5.9,0,0
2003,7,11,2003-07-11,77,1007.5,4.6,1.0,82,26.3,28.4,33.3,4,7.5,8.7,0,0
2003,7,12,2003-07-12,63,1009.0,3.6,4.5,81,26.8,29.2,33.3,6,10.6,6.9,0,0
2003,7,13,2003-07-13,41,1009.3,6.9,0.5,77,25.9,29.6,34.8,7,12.2,4.8,0,0
2003,7,14,2003-07-14,38,1008.3,7.3,0.0,77,24.7,29.6,34.7,7,12.4,5.2,0,0
2003,7,15,2003-07-15,35,1007.6,6.7,0.0,78,24.7,29.7,35.4,7,12.1,4.8,0,0
2003,7,16,2003-07-16,44,1008.0,6.4,0.0,77,24.5,29.5,35.1,7,11.7,4.8,0,0
2003,7,17,2003-07-17,44,1008.0,7.0,0.0,74,24.1,29.1,34.6,7,12.1,5.1,0,0
2003,7,18,2003-07-18,76,1005.9,5.1,0.0,77,23.8,28.7,34,7,9.6,4.8,0,0
2003,7,19,2003-07-19,69,1005.0,6.8,0.0,75,24.2,29.5,35.1,7,11.7,9.0,0,0
